CHYR,20100827,1.4,1.5,1.39,1.5,14800
CIDM,20100827,1.45,1.48,1.37,1.47,24900
CIEN,20100827,12.9,13.12,12.53,13.03,3260500
CIGX,20100827,1.5,1.59,1.45,1.59,514000
CIIC,20100827,0.74,0.74,0.69,0.7,143700
CIMT,20100827,1.65,1.66,1.54,1.66,7700
CINF,20100827,26.89,27.23,26.63,27.22,822000
CISG,20100827,23.7,24.17,22.69,24.17,279200
CITZ,20100827,4.46,4.46,4.33,4.37,2000
CIZN,20100827,20,20.8,19.06,19.1,4400
CJBK,20100827,7.4,7.44,7.4,7.41,14200
CJJD,20100827,6.25,6.25,5.87,6.02,78800
CKEC,20100827,5.92,6,5.7,5.99,61500
CKSW,20100827,5.48,5.53,5.44,5.53,19000
CKXE,20100827,4.8,4.95,4.73,4.94,111800
CLBH,20100827,3,3,3,3,2000
CLCT,20100827,13.2,13.38,13.16,13.35,6200
CLDA,20100827,14.45,14.58,13.76,14.51,65900
CLDX,20100827,4.42,4.47,4.25,4.46,235600
CLFC,20100827,4.87,5.01,4.8,4.96,267400
CLFD,20100827,2.5,2.55,2.5,2.55,15000
CLMS,20100827,9.46,9.65,9.26,9.61,95200
CLMT,20100827,18.23,18.28,17.87,18.16,117600
CLNE,20100827,14.8,14.96,14.4,14.95,913200
CLRO,20100827,3.28,3.28,3.12,3.25,2900
CLRT,20100827,3.33,3.36,3.22,3.34,256700
CLSN,20100827,3.16,3.19,3.13,3.15,6100
CLUB,20100827,2.58,2.58,2.45,2.45,42400
CLWR,20100827,6.54,6.67,6.51,6.63,1148800
CLWT,20100827,1.44,1.49,1.43,1.48,14400
CMCO,20100827,12.85,13.31,12.61,13.26,125100
CMCSA,20100827,17.18,17.31,16.88,17.25,17472800
CMCSK,20100827,16.15,16.25,15.83,16.24,3644600
CME,20100827,251.32,256.86,250.13,256.74,981200
CMED,20100827,10.47,10.63,10.36,10.52,83800
CMFB,20100827,8.89,8.9,8.89,8.9,900
CMLS,20100827,2.16,2.35,2.12,2.31,50800
CMRG,20100827,3.23,3.34,3.14,3.33,180300
CMRO,20100827,2.36,2.36,2.35,2.35,1700
CMSB,20100827,10.5,10.5,10.4,10.5,4000
CMTL,20100827,20.57,20.85,20.21,20.8,269100
CNBC,20100827,7.21,7.38,7.15,7.34,14300
CNBKA,20100827,21.02,21.41,20.9,21.37,4300
CNIC,20100827,2.89,2.89,2.7,2.75,11400
CNIT,20100827,5,5.14,4.92,4.95,216200
CNLG,20100827,0.54,0.58,0.52,0.56,42300
CNMD,20100827,18.61,19.15,18.4,19.11,108700
CNQR,20100827,45.57,47.31,45.04,47.08,713700
CNSL,20100827,16.96,17.18,16.65,17.16,85800
CNST,20100827,4.76,4.85,4.39,4.75,3200
CNTF,20100827,3.15,3.25,3.1,3.25,86300
CNTY,20100827,2.09,2.09,2,2.01,41400
CNVO,20100827,8.32,9.03,8.32,9.03,10200
CNXT,20100827,1.5,1.53,1.46,1.53,1474100
CNYD,20100827,10.41,10.41,9.83,10.11,39300
COBK,20100827,9.57,9.85,9.54,9.85,10700
COBR,20100827,2.14,2.17,1.95,1.96,4000
COBZ,20100827,5.42,5.56,5.25,5.5,114100
COCO,20100827,4.69,4.84,4.57,4.8,4414100
CODI,20100827,14.05,14.58,14.05,14.55,166000
COGO,20100827,6.36,6.44,6.12,6.38,49900
COGT,20100827,8.88,8.92,8.74,8.91,494300
COHR,20100827,37.5,37.6,36.49,37.55,201500
COHU,20100827,11.66,12.13,11.29,12.08,63100
COIN,20100827,0.42,0.44,0.41,0.42,145800
COINW,20100827,0.06,0.06,0.06,0.06,2900
COKE,20100827,51.39,51.61,50.57,51.61,14000
COLB,20100827,17.18,17.84,17.05,17.76,447600
COLM,20100827,47.66,48.46,46.73,48.23,113300
COMV,20100827,7.08,7.22,6.87,7.16,233800
CONN,20100827,4.59,4.71,4.52,4.59,539600
COOL,20100827,0.56,0.56,0.52,0.55,45900
CORE,20100827,26.28,26.82,25.66,26.21,42800
CORT,20100827,2.97,3.17,2.93,3.12,62400
COSI,20100827,0.79,0.81,0.74,0.75,24300
COST,20100827,56.39,56.53,55.41,56.19,4255400
COWN,20100827,3.71,3.78,3.63,3.75,180600
CPBC,20100827,4.7,4.8,4.4,4.67,4100
CPBK,20100827,3.03,3.03,2.99,3,1200
CPEX,20100827,24.51,25,24.51,25,400
CPHC,20100827,8.04,8.2,8.02,8.19,1200
CPHD,20100827,14.86,15.34,14.24,15.32,279000
CPII,20100827,14.35,14.77,14.14,14.72,26800
CPIX,20100827,4.99,5,4.8,5,69600
CPKI,20100827,15.37,15.58,15.17,15.27,351300
CPLA,20100827,67.01,67.98,65.67,67.55,111300
CPLP,20100827,8.07,8.26,8.05,8.18,77800
CPNO,20100827,26.46,26.94,26.22,26.65,322800
CPRT,20100827,33.22,33.62,32.81,33.5,371400
CPRX,20100827,1.05,1.12,1.04,1.12,5000
CPSI,20100827,42.36,43.19,41.52,43.11,46900
CPSL,20100827,1.38,1.45,1.38,1.41,73200
CPSS,20100827,0.7,0.8,0.66,0.8,21500
CPST,20100827,0.67,0.68,0.65,0.68,1994400
CPTS,20100827,13.59,13.88,13.44,13.82,192600
CPWM,20100827,3.41,3.55,3.31,3.52,57400
CPWR,20100827,7.1,7.24,6.99,7.23,1968900
CRA,20100827,6.56,6.77,6.39,6.76,648600
CRAI,20100827,17.04,17.1,16.36,16.8,25900
CRAY,20100827,5.35,5.69,5.23,5.68,232700
CRBC,20100827,0.82,0.83,0.78,0.82,1590400
CRDC,20100827,2.09,2.17,2.07,2.11,45700
CRDN,20100827,22.34,22.58,22.06,22.53,77400
CRED,20100827,7.71,7.75,7.62,7.75,4400
CREE,20100827,55.09,57,53.8,56.53,5073300
CREG,20100827,3.22,3.31,3.2,3.2,7900
CRESW,20100827,0.17,0.17,0.17,0.17,7600
CRESY,20100827,13.38,13.79,13.37,13.6,97600
CRFN,20100827,2.55,2.58,2.5,2.58,1800
CRIC,20100827,8.18,8.39,8.09,8.33,186300
CRIS,20100827,1.24,1.27,1.21,1.26,264500
CRME,20100827,6.42,6.45,6.23,6.41,140800
CRMT,20100827,23.45,26.5,23.05,24.87,254800
CRNT,20100827,7.51,7.81,7.46,7.78,76000
CROX,20100827,12.26,12.63,11.88,12.56,1847500
CRRB,20100827,4.45,4.45,4.43,4.44,300
CRRC,20100827,13.69,13.92,13.25,13.87,41900
CRTP,20100827,2.8,2.9,2.71,2.86,29200
CRTX,20100827,6.62,6.9,6.5,6.9,49100
CRUS,20100827,15.86,16.34,15.08,16.2,6732500
CRVL,20100827,37.77,38.38,37.38,38.37,15800
CRWN,20100827,2.1,2.1,1.93,2.07,43300
CRWS,20100827,4.35,4.49,4.35,4.49,4900
CRXL,20100827,18.76,19,18.52,18.94,71600
CRXX,20100827,1.29,1.33,1.27,1.33,461500
CRYP,20100827,1.51,1.57,1.45,1.57,151900
CRZO,20100827,19.81,20.81,19.48,20.76,766300
CSBC,20100827,5.26,5.63,5.26,5.62,1000
CSBK,20100827,8.23,8.47,8.2,8.45,15100
CSCD,20100827,4.06,4.2,3.95,4.07,1200
CSCO,20100827,20.84,20.94,20.36,20.81,62258900
CSCX,20100827,1.62,1.77,1.58,1.74,153000
CSFL,20100827,8.16,8.41,8.08,8.39,79000
CSGP,20100827,42.03,43,41.55,42.99,94400
CSGS,20100827,17.65,17.8,17.33,17.74,144800
CSHB,20100827,1.1,1.1,1.1,1.1,700
CSII,20100827,4.86,4.86,4.74,4.8,18500
CSIQ,20100827,11.1,11.5,10.72,11.49,1003700
CSKI,20100827,9.85,10.09,9.66,10.07,60700
CSPI,20100827,4.07,4.25,4.07,4.2,5500
CSTR,20100827,45.91,46,44.32,45.58,1357300
CSUN,20100827,3.76,4.07,3.72,4.05,449700
CSWC,20100827,89.35,90.75,87.45,90.26,4500
CTAS,20100827,25.31,25.77,24.99,25.61,1791100
CTBI,20100827,25.82,26.54,25.42,26.46,26200
CTCH,20100827,3.57,3.69,3.55,3.69,20200
CTCM,20100827,17.75,18.15,17.28,17.98,282800
CTCT,20100827,19.45,19.45,18.69,18.8,485500
CTDC,20100827,1.85,1.94,1.8,1.81,28100
CTEL,20100827,11.33,11.5,11.05,11.49,79400
CTFO,20100827,6.26,6.49,6.02,6.49,73800
CTGX,20100827,6.78,7.25,6.78,7.18,50200
CTHR,20100827,2.4,2.4,2.37,2.37,12700
CTIB,20100827,5.15,5.3,4.87,5.06,17000
CTIC,20100827,0.36,0.37,0.36,0.37,1577100
CTRN,20100827,24.85,25.13,24,24.21,141500
CTRP,20100827,40.46,41.78,39.8,41.33,2311400
CTSH,20100827,58.02,58.67,56.55,58.59,2695100
CTWS,20100827,21.77,22.22,21.66,22.15,19000
CTXS,20100827,58.34,58.82,57.31,58.68,2639000
CU,20100827,26.73,27.67,26.73,27.67,1100
CUBA,20100827,5.81,5.95,5.78,5.94,8100
CUTR,20100827,7.17,7.26,7,7.24,55400
CVBF,20100827,6.87,6.92,6.66,6.88,1692200
CVBK,20100827,1.11,1.22,1.03,1.04,12900
CVCO,20100827,35.8,35.8,33.8,34.15,26500
CVCY,20100827,6.45,6.45,6.44,6.44,200
CVGI,20100827,9.11,9.67,8.91,9.64,146200
CVGW,20100827,19.44,20.25,19.28,20.18,32500
CVLT,20100827,24.4,25.63,24.4,25.5,1351300
CVLY,20100827,8,8,7.8,7.85,1700
CVTI,20100827,6.98,7.39,6.78,7.35,38000
CVV,20100827,3.35,3.35,3.35,3.35,1700
CVVT,20100827,9.67,10.13,9.5,10.13,67000
CWBC,20100827,2.7,2.7,2.6,2.6,1400
CWBS,20100827,2.04,2.04,1.97,2,16400
CWCO,20100827,9.46,9.77,9.27,9.71,78500
CWEI,20100827,43.96,44.19,43.16,44,45800
CWS,20100827,4.5,4.5,4.33,4.39,20500
CWST,20100827,4.3,4.35,4.22,4.34,70300
CWTR,20100827,4.44,4.87,4.32,4.69,2053400
CXDC,20100827,5.84,5.93,5.74,5.79,25600
CXPO,20100827,2.21,2.48,2.17,2.42,168100
CY,20100827,10.05,10.57,9.73,10.57,6028300
CYAN,20100827,2.8,2.83,2.55,2.79,18300
CYBE,20100827,8.59,9.19,8.58,9.19,3600
CYBI,20100827,1.68,1.68,1.5,1.5,3600
CYBX,20100827,21.06,22.61,20.94,22.54,284900
CYCC,20100827,1.45,1.5,1.44,1.5,194300
CYDE,20100827,3.45,3.6,3.45,3.55,8900
CYMI,20100827,31,31.21,30.03,31.13,226200
CYNO,20100827,9.5,9.7,9.32,9.65,36500
CYOU,20100827,26.82,26.88,26.67,26.73,41300
CYPB,20100827,3.45,3.57,3.36,3.48,2102200
CYTK,20100827,2.18,2.27,2.15,2.27,164900
CYTR,20100827,0.67,0.74,0.66,0.71,321000
CYTX,20100827,4.83,4.84,4.64,4.79,211800
CZNC,20100827,10.75,11.05,10.63,11.04,17600
DAIO,20100827,4.54,4.54,4.4,4.44,21000
DAKT,20100827,9.43,9.92,9.08,9.85,451500
DARA,20100827,2.2,2.24,2.17,2.24,9100
DAVE,20100827,8.66,8.69,8.36,8.59,23700
DBLE,20100827,4.06,4.06,4,4,30700
DBLEP,20100827,25.65,25.66,25.6,25.61,1400
DBRN,20100827,21.32,21.6,20.95,21.43,952200
DCOM,20100827,12.78,12.78,12.53,12.74,76100
DCTH,20100827,5.79,6.13,5.57,6.08,1095600
DDIC,20100827,7.93,8.21,7.78,8.18,81300
DDMX,20100827,12.57,12.75,12.44,12.61,23200
DDSS,20100827,0.92,0.94,0.91,0.94,65000
DEAR,20100827,1.5,1.55,1.47,1.49,61100
DECK,20100827,46.7,46.98,44.12,45.44,1612900
DEER,20100827,7.72,7.84,7.6,7.79,242200
DELL,20100827,11.8,12.1,11.7,11.89,34007900
DENN,20100827,2.4,2.49,2.37,2.49,335100
DEPO,20100827,3.75,3.77,3.56,3.77,222600
DEST,20100827,27.15,27.49,26.83,27.1,12800
DFR,20100827,5.1,5.48,5.07,5.48,3900
DFZ,20100827,10.79,11.21,10.61,11.14,73700
DGAS,20100827,29.39,29.4,29.01,29.01,1100
DGICA,20100827,11,11.22,10.9,11.19,27000
DGII,20100827,8.09,8.23,7.75,8.14,62800
DGIT,20100827,27.5,27.61,23.58,24.54,2754100
DGLY,20100827,1.85,1.85,1.75,1.79,22000
DHFT,20100827,8.27,8.34,8.22,8.32,6300
DHIL,20100827,53.52,53.52,53,53.52,3100
DHRM,20100827,3.71,3.81,3.7,3.8,3500
DIET,20100827,0.6,0.63,0.6,0.6,47300
DIGA,20100827,0.36,0.38,0.34,0.37,77000
DINE,20100827,14.33,14.33,13.8,13.93,10800
DIOD,20100827,15.18,15.3,14.63,15.26,210200
DISCA,20100827,37.51,38.1,36.89,37.99,1315900
DISCK,20100827,33.5,33.93,32.8,33.93,481600
DISH,20100827,17.86,18.11,17.38,17.95,2423600
DITC,20100827,1.12,1.17,1.05,1.13,9200
DIVX,20100827,7.69,7.74,7.51,7.69,120500
DJCO,20100827,71.97,71.97,71.97,71.97,200
DJSP,20100827,3.25,3.49,3.22,3.26,112200
DJSPW,20100827,0.7,0.82,0.7,0.76,9600
DLIA,20100827,1.35,1.4,1.34,1.38,31800
DLLR,20100827,16.48,19.86,16.14,19.78,1245700
DLTR,20100827,45.21,45.87,44.57,45.79,1740800
DMAN,20100827,7.32,7.85,7.21,7.8,289700
DMED,20100827,5.2,5.2,5.12,5.18,12800
DMLP,20100827,24.3,24.62,24.24,24.58,45500
DMND,20100827,41.33,42.54,40.85,42.38,318200
DMRC,20100827,20.52,20.71,19.86,20.23,52600
DNBF,20100827,7.05,7.05,7,7.05,3900
DNBK,20100827,15.31,15.49,15.01,15.46,52700
DNDN,20100827,36.51,36.67,35.16,36.09,2951300
DNEX,20100827,73.09,74.17,71.98,74.09,46900
DORM,20100827,22.88,23.77,22.46,23.77,27000
DPTR,20100827,0.71,0.74,0.7,0.72,1428600
DRAD,20100827,1.9,1.98,1.86,1.87,29600
DRAM,20100827,1.68,1.7,1.62,1.62,7700
DRCO,20100827,9.66,9.95,9.66,9.89,20100
DRIV,20100827,26.52,27.08,25.87,26.98,450000
DROOY,20100827,4.12,4.18,4.05,4.17,49400
DRRX,20100827,2.05,2.08,2.02,2.07,169500
DRWI,20100827,5.9,6.02,5.9,6,130700
DRYS,20100827,4.05,4.1,3.92,4.09,5604700
DSCM,20100827,1.77,1.82,1.74,1.78,679100
DSCO,20100827,0.21,0.24,0.21,0.22,2632400
DSGX,20100827,5.55,5.74,5.55,5.64,8500
DSPG,20100827,6.85,7.09,6.67,7.06,99100
DSTI,20100827,1.39,1.43,1.29,1.38,96300
DSWL,20100827,3.28,3.31,3.21,3.21,16800
DTLK,20100827,3.4,3.5,3.38,3.5,4600
DTPI,20100827,12.51,12.55,12.48,12.5,945500
DTSI,20100827,34.58,34.95,33.44,34.85,125200
DTV,20100827,37.91,38.35,37.25,38.17,7666100
DUCK,20100827,13.75,14.09,13.75,13.75,2900
DUSA,20100827,2.34,2.35,2.25,2.34,33600
DVAX,20100827,1.76,1.78,1.73,1.75,354500
DVOX,20100827,10.1,10.1,9.12,9.76,355500
DWA,20100827,29.9,30.27,29.57,30.15,486200
DWCH,20100827,2.33,2.87,2.33,2.79,1800
DWSN,20100827,24.06,24.77,23.47,24.74,38400
DXCM,20100827,12.44,12.8,12.15,12.74,405400
DXPE,20100827,18.32,19,17.77,18.95,42100
DXYN,20100827,3.2,3.21,3.2,3.21,10300
DYAX,20100827,2.24,2.36,2.21,2.34,422500
DYII,20100827,2.01,2.06,2.01,2.06,5400
DYNT,20100827,0.71,0.71,0.71,0.71,100
EBAY,20100827,22.84,23.2,22.37,23.18,18058500
EBIX,20100827,18.97,19.61,18.65,19.56,355900
EBMT,20100827,9.25,9.25,9.15,9.15,8200
EBSB,20100827,10.85,11,10.72,10.98,13500
EBTC,20100827,10.92,10.97,10.81,10.82,3000
EBTX,20100827,6.32,6.36,6.26,6.36,10000
ECBE,20100827,11.99,12,11.99,12,300
ECGI,20100827,0.98,0.98,0.88,0.9,6900
ECHO,20100827,12.75,13.07,12.49,13.06,28900
ECOL,20100827,13.24,13.71,13.05,13.65,46900
ECPG,20100827,19.81,20.36,19.73,20.32,113400
ECTY,20100827,2.85,3.13,2.78,3,70200
EDAC,20100827,3.85,4.21,3.85,4.01,6700
EDAP,20100827,2.15,2.16,2.11,2.11,4200
EDCI,20100827,3.39,3.43,3.39,3.43,1900
EDGR,20100827,0.88,0.93,0.86,0.87,11100
EDGW,20100827,2.86,2.86,2.73,2.84,800
EDMC,20100827,9.03,9.1,8.65,8.84,313900
EDS,20100827,6.57,6.75,6.57,6.75,16100
EDUC,20100827,5.71,5.71,5.5,5.5,1000
EEFT,20100827,14.23,14.36,14.01,14.34,190500
EEI,20100827,12.3,12.3,12,12.3,4900
EFII,20100827,11.15,11.19,10.8,11.1,313100
EFOI,20100827,1.75,1.79,1.56,1.58,362600
EFSC,20100827,8.5,8.8,8.26,8.79,38100
EFUT,20100827,5.33,5.33,5.32,5.32,500
EGBN,20100827,11.09,11.43,11.03,11.39,41700
EGHT,20100827,1.41,1.46,1.39,1.42,142500
EGLE,20100827,4.5,4.72,4.48,4.69,1649100
EGOV,20100827,7.12,7.24,7.02,7.22,211600
EHTH,20100827,9.84,10.09,9.61,10.06,80400
EIHI,20100827,10.48,10.59,10.29,10.33,32100
ELGX,20100827,3.98,4.07,3.8,4.06,121200
ELMD,20100827,3.27,3.5,3.27,3.46,17600
ELMG,20100827,14.91,15.36,14.39,15.29,50200
ELNK,20100827,8.63,8.69,8.44,8.67,1170200
ELON,20100827,7.54,7.81,7.38,7.8,202700
ELOS,20100827,8.15,8.31,8.04,8.29,84100
ELOY,20100827,5.85,5.93,5.85,5.93,3000
ELRC,20100827,11.95,12.34,11.76,12.29,30700
ELSE,20100827,4.01,4.29,4.01,4.1,1800
ELTK,20100827,0.94,1.03,0.93,1.03,2500
EMCI,20100827,20.52,21.04,20.52,21.04,12900
EMIF,20100827,29.94,30.22,29.94,30.22,57900
EMITF,20100827,13.29,13.44,13.29,13.44,600
EMKR,20100827,0.82,0.84,0.81,0.83,274800
EMMS,20100827,2.04,2.05,2,2.02,29800
EMMT,20100827,22.54,22.69,22.54,22.69,200
ENCO,20100827,1.7,1.87,1.7,1.71,18600
ENDP,20100827,28.34,28.39,27.98,27.99,1927400
ENER,20100827,4.03,4.14,3.88,4.13,870800
ENG,20100827,2.4,2.4,2.26,2.3,97500
ENMD,20100827,2.8,2.8,2.65,2.75,51700
ENOC,20100827,33.13,34.31,32.42,34.28,302100
ENSG,20100827,17.29,17.49,16.89,17.42,62300
ENTG,20100827,3.92,3.98,3.75,3.93,2368700
ENTR,20100827,7.3,7.5,7.04,7.38,1311300
ENWV,20100827,2.26,2.39,2.19,2.39,8000
ENZN,20100827,10.56,10.56,10.34,10.41,388000
EONC,20100827,1.78,1.78,1.73,1.76,600
EOSPN,20100827,16.25,16.5,16.25,16.5,600
EPAX,20100827,11.25,11.49,10.98,11.3,64100
EPAY,20100827,14.69,15.08,14.08,15.01,155500
EPCT,20100827,0.61,0.61,0.57,0.58,68400
EPHC,20100827,10.01,10.18,9.93,10.15,51300
EPIC,20100827,7.04,7.21,6.82,7.2,186500
EPIQ,20100827,12.57,12.76,12.39,12.72,210800
EQIX,20100827,90.04,91.58,88.69,91.37,559600
ERES,20100827,7.08,7.18,6.92,7.17,167900
ERIC,20100827,9.91,10,9.68,9.98,4366800
ERIE,20100827,51.63,52.21,51.12,52.19,89700
ERII,20100827,3.7,3.76,3.55,3.61,884900
EROC,20100827,6.01,6.11,6.01,6.08,154900
EROCW,20100827,1.02,1.05,1.01,1.04,13400
ERTS,20100827,15.5,15.64,15.08,15.55,4565000
ESBF,20100827,12.99,13.23,12.82,13.2,11400
ESCA,20100827,4.9,4.98,4.9,4.92,3600
ESEA,20100827,3.79,3.88,3.67,3.79,27500
ESGR,20100827,70.71,71.5,70.02,71.5,15300
ESIC,20100827,2.37,2.4,2.35,2.4,18900
ESIO,20100827,11.65,11.73,11.35,11.67,70400
ESLR,20100827,0.62,0.66,0.6,0.66,2077600
ESLT,20100827,49.6,50.41,49.37,50.35,14700
ESRX,20100827,44.96,45.26,43.26,44.72,4916300
ESSA,20100827,11.12,11.19,10.94,11.18,54800
ETFC,20100827,12.67,12.84,12.35,12.84,4551600
ETRM,20100827,1.61,1.62,1.55,1.6,34200
EUFN,20100827,20.46,20.78,20.46,20.76,2300
EURX,20100827,9.13,9.15,9.08,9.15,44100
EVBN,20100827,12.44,12.53,12.44,12.53,500
EVBS,20100827,3.55,3.65,3.55,3.65,2900
EVEP,20100827,33.14,33.5,32.65,33.26,157300
EVOL,20100827,6.51,6.65,6.48,6.65,11100
EWBC,20100827,14.33,15.05,14.29,15.05,1478200
EXAC,20100827,14.67,15.16,14.62,15.13,22900
EXAR,20100827,5.83,5.83,5.61,5.69,126800
EXAS,20100827,4.38,4.55,4.27,4.51,363300
EXEL,20100827,3.28,3.3,3.16,3.26,978500
EXFO,20100827,5.51,5.54,5.45,5.54,2700
EXLP,20100827,24.01,24.01,23.1,23.76,15700
EXLS,20100827,16.94,17.31,16.32,17.29,46900
EXPD,20100827,40.28,40.81,39.8,40.63,1734500
EXPE,20100827,23.22,23.5,22.79,23.41,4649600
EXPO,20100827,30.11,30.74,29.86,30.47,71700
EXTR,20100827,2.76,2.92,2.67,2.9,1081700
EXXI,20100827,19.75,20.32,18.98,20.25,817400
EZCH,20100827,21.26,22.06,20.58,21.91,377500
EZPW,20100827,18.21,18.63,17.92,18.6,261500
FACE,20100827,3.2,3.5,3.2,3.5,14600
FALC,20100827,3.09,3.37,3.09,3.34,370400
FARM,20100827,14.41,14.74,14.01,14.72,11900
FARO,20100827,18.85,19.53,18.43,19.49,38100
FAST,20100827,45.71,46,44.72,45.96,1595200
FBCM,20100827,3.49,3.54,3.41,3.53,233000
FBIZ,20100827,9.3,9.3,9.3,9.3,1000
FBMI,20100827,4.66,4.75,4.6,4.66,11700
FBMS,20100827,8.01,8.06,8.01,8.01,3000
FBNC,20100827,12.49,12.98,12.49,12.94,26300
FBSS,20100827,15.45,15.5,15.27,15.5,500
FCAL,20100827,2.62,2.64,2.6,2.64,5200
FCAP,20100827,15,15,15,15,300
FCBC,20100827,13.06,13.26,12.77,13.22,41300
FCCY,20100827,7.49,7.49,6.55,6.55,600
FCEC,20100827,5.75,6,5.6,5.7,32300
FCEL,20100827,1.14,1.14,1.08,1.13,799300
FCFC,20100827,7.35,7.35,7.35,7.35,300
FCFL,20100827,1.22,1.47,1.22,1.23,3600
FCFS,20100827,23.57,24.16,23.27,24.12,102300
FCHI,20100827,46.63,47.1,46.63,47.01,600
FCLF,20100827,5.37,5.67,5.25,5.58,14700
FCNCA,20100827,175.09,175.74,171.55,172.91,13000
FCTY,20100827,3.41,3.65,3.41,3.52,22300
FCVA,20100827,3.4,3.65,3.4,3.65,800
FDEF,20100827,9,9.08,8.76,8.95,18700
FDML,20100827,16.72,16.92,16.39,16.83,127200
FEED,20100827,2.29,2.35,2.22,2.35,445200
FEIC,20100827,17.37,17.37,17,17.25,651200
FEIM,20100827,5.19,5.37,5.13,5.26,2100
FELE,20100827,32.2,32.21,31.52,32.07,122700
FFBC,20100827,15.69,16.02,15.39,15.91,286800
FFBCW,20100827,6.85,6.85,6.85,6.85,300
FFBH,20100827,1.74,1.75,1.7,1.7,1400
FFCH,20100827,9.98,10.12,9.66,10.09,45200
FFEX,20100827,2.83,2.89,2.78,2.89,14300
FFHL,20100827,1.07,1.07,0.98,0.99,56100
FFIC,20100827,11.26,11.26,11,11.21,103900
FFIN,20100827,45.25,46.1,44.76,45.85,50700
FFIV,20100827,88.7,89.89,86,89.02,1203500
FFKT,20100827,5.14,5.57,5.12,5.26,8100
FFKY,20100827,5.79,5.87,5.51,5.78,12600
FFNM,20100827,2.56,2.75,2.36,2.75,1000
FFNW,20100827,4.11,4.11,3.94,4.03,13800
FHCO,20100827,4.78,4.88,4.69,4.86,46200
FIBK,20100827,12.1,12.45,11.98,12.41,69300
FINL,20100827,13.52,13.74,13.08,13.58,644400
FIRE,20100827,25.69,27.92,25.58,26.93,2586300
FISI,20100827,15.33,15.59,14.55,15.37,31200
FISV,20100827,50.36,51.04,49.68,50.99,903600
FITB,20100827,11.05,11.19,10.83,11.18,13165400
FITBP,20100827,123,123,123,123,600
FIZZ,20100827,12.9,13.09,12.6,13.03,42000
FLEX,20100827,5.06,5.15,5,5.11,12673300
FLIC,20100827,24.6,24.75,24.33,24.7,11300
FLIR,20100827,24.55,25.38,24.45,25.2,3402800
FLML,20100827,6.8,6.96,6.76,6.96,10600
FLOW,20100827,2.16,2.31,2.12,2.29,152100
FLWS,20100827,1.64,1.67,1.61,1.66,152600
FLXS,20100827,13.7,14,13.7,14,1300
FMAR,20100827,0.74,0.75,0.73,0.74,6200
FMBI,20100827,11.36,11.5,11.03,11.5,378500
FMCN,20100827,18.6,19.1,18.46,18.96,1516200
FMER,20100827,17.18,17.37,16.84,17.35,655000
FMFC,20100827,3.57,3.85,3.32,3.85,12800
FNBN,20100827,0.61,0.65,0.57,0.62,23000
FNDT,20100827,13.17,13.17,12.99,13.09,10200
FNFG,20100827,11.76,11.84,11.57,11.83,2309800
FNGN,20100827,14.44,14.44,14.07,14.17,118600
FNLC,20100827,13,13.12,12.86,13.12,22400
FNSR,20100827,12.73,12.81,12.39,12.73,2199300
FOLD,20100827,3.22,3.28,3.15,3.26,30900
FONR,20100827,1.5,1.55,1.5,1.51,18300
FORD,20100827,3.44,3.69,3.41,3.66,24800
FORM,20100827,7.87,7.87,7.38,7.43,2218100
FORR,20100827,30.16,30.94,29.73,30.86,73700
FORTY,20100827,13.42,13.45,13.12,13.43,12900
FOSL,20100827,44.93,46.33,44.72,46.01,1082500
FPFC,20100827,3.55,3.75,3.55,3.72,2300
FPIC,20100827,30.03,30.86,29.71,30.74,74800
FPTB,20100827,9.51,9.75,9.5,9.61,5200
FRBK,20100827,1.67,1.7,1.63,1.63,41500
FRCCO,20100827,23.4,23.65,23.4,23.41,1300
FRED,20100827,11.07,11.19,10.84,11.15,177200
FREE,20100827,0.95,1.01,0.94,1.01,79300
FRME,20100827,7.69,8,7.66,7.92,76700
FRPT,20100827,3.97,4.04,3.86,4.04,542700
FSBI,20100827,5.21,5.38,5.21,5.38,2000
FSBK,20100827,9.69,10.1,9.6,10.05,9300
FSCI,20100827,16.95,17.36,16.52,17.33,16500
FSFG,20100827,13.36,13.36,13.36,13.36,500
FSGI,20100827,1.55,1.56,1.5,1.56,59500
FSII,20100827,2.85,2.91,2.65,2.8,1024200
FSIN,20100827,8.19,8.29,7.84,8.29,258200
FSLR,20100827,127.98,129.55,124.84,128.88,1084600
FSRV,20100827,20.72,20.98,20.72,20.89,11200
FSTR,20100827,25.79,26.94,25.46,26.86,27600
FSYS,20100827,32.04,33.49,31.79,33.37,195800
FTEK,20100827,5.77,6.08,5.51,5.98,139800
FTLK,20100827,8.05,8.05,7.98,8,161100
FTNT,20100827,18.97,21.7,18.92,19.99,4574700
FTWR,20100827,3.7,4,3.67,3.97,342600
FUBC,20100827,5.97,6.04,5.75,5.99,87000
FUEL,20100827,1.26,1.27,1.18,1.25,22100
FULT,20100827,8.43,8.55,8.26,8.55,983900
FUNC,20100827,4.05,4.1,4.04,4.1,1100
FUND,20100827,5.67,5.81,5.5,5.81,52900
FUQI,20100827,6.39,6.64,6.13,6.64,266200
FURX,20100827,9.79,9.79,9.66,9.7,26600
FWLT,20100827,21.57,21.84,21.12,21.78,2162300
FWRD,20100827,25.12,25.5,24.5,25.47,135900
FXCB,20100827,9.61,9.71,9.33,9.68,26600
FXEN,20100827,3.18,3.32,3.08,3.26,126800
